Date,Record Number,Record Type,Address,Description,Permit Name,Status,Short Notes
1/29/2019,BE-201901162,Commercial - Low Voltage,"3344 PEACHTREE RD NE, ATLANTA GA 30326","( 2 )   12 Volt 7 Amp  12 Volt 7 Amp Battery [BP12V7A]( 1 )   FCPS-24S8  Notifier 8 Amp Power Supply W/sync( 12 )   E5024MCWFW  Wheelock Speaker Strobe MULTI-CANDELA Wall Mount White [15/30/75/110]( 10 )   STW  Wheelock Wall White Strobe Only Exceder( 4 )   B300-6-IV Intelligent Flanged Mounting Base 6"" Ivory( 4 )   FSP-951-IV  Notifier Intelligent Addressable Photo Detector w/FlashScan Ivory( 1 )   Equipment  Card Access Interface( 1 )   FCM-1  Addressable Control Module( 1 )   FRM-1  Relay Module( 1 )   Programming Notifier NFS2-3030 by Mitec","QQ#257185 3344 Peachtree Master Condo Association for Scott Contracting, LLC",Issued,
1/29/2019,BT-201900224,Temporary Power,"1144 AVONDALE AVE SE, ATLANTA GA 30312",1144 AVONDALE AVE SE AKA 779 CADY WAY; TEMP TO PERM POWER PERMIT,26-SGP-TPR,Issued,
1/29/2019,BT-201900223,Temporary Power,"1144 AVONDALE AVE SE, ATLANTA GA 30312",1144 AVONDALE AVE SE AKA 777 CADY WAY; TEMP TO PERM POWER PERMIT,25-SGP-TPR,Issued,
1/29/2019,BP-201900641,Commercial - Plumbing,"974 CONNALLY ST SE, ATLANTA GA 30315","install, rough-in and set fixutresResidential Not Commercial",Connally St. Residential Plumbing not Commercial,Issued,
1/29/2019,BW-201900050,Water Heater,"1065 WYLIE ST SE, ATLANTA GA 30316",Replace water heater,1065 Wylie St,Issued,
1/28/2019,BA-201900663,Arborist Dead Dying Hazardous Tree,"2871 ALEXA AVE SE, ATLANTA GA 30317",,,Issued,
1/28/2019,BP-201900612,Residential - Fire Sprinkler,"3286 NORTHSIDE PKWY NW, ATLANTA GA 30327",Modify the Fire Sprinklers For the new layout.,Hart Unit 707,Routed for Review,
1/28/2019,BM-201900514,Residential - HVAC,"1230 REGENCY CENTER DR SW, ATLANTA GA 30331",underground gas line to fire pit and grill,Booker Residence,Issued,
1/28/2019,BE-201901130,Commercial - Low Voltage,"669 ATLANTA STUDENT MOVEMENT BLVD SW, ATLANTA GA 30314",LAND DEVELOPMENT FOR ONE BUILDING OF 76 MULTIFAMILY UNITS PLUS LEASING.,LD- ASHLEY APARTMENTS AT SCHOLARS LANDING- PARCEL 3 B,Issued,
1/28/2019,19CAP-00000123,Building Complaint,"1219 ZIMMER DR NE, ATLANTA GA 30306",ILLEGAL FENCE-no permit,ZONING COMPLAINT,Assigned to Inspector,
1/28/2019,BB-201900668,Residential Misc. Structural,"512 ALLEN RD NE, ATLANTA GA 30324",REPAIR AND REPLACE ROTTEN WOOD ON DECK THAT WAS DAMAGED BY A FALLEN TREE AND INSTALL NEW WOOD IN THE SAME LOCATION. ALSO BRING DECK UP TO CODE.,KLINGENER - DECK - XPRS,Issued,
1/28/2019,BP-201900602,Residential - Plumbing,"1113 EDEN AVE SE, ATLANTA GA 30316",PLUMBING - REMODEL,1113 EDEN AVE SE,Issued,
1/28/2019,BA-201900624,Arborist Plan Review,"496 GLEN IRIS DR NE, ATLANTA GA 30308",,Purelux Pet Food - Addition (LC),Revisions Required,
1/28/2019,ZLA-201900479,Business Licenses,"3390 PEACHTREE RD NE, ATLANTA GA 30326",STE 1005CELL PHONE ACCESSORIES & REPAIRS.  EXISITING /NEW OWNERSHIP,SAI CELL LLC/ STE 1005,License Approved,
1/28/2019,QCR-2019-00482,Commercial QCR,"3747 PEACHTREE RD NE, ATLANTA GA 30319",INTERIOR RENOVATION TO EXISTING SPACE,LENBROOK BISTRO RENOVATION,Create Application,
1/28/2019,BA-201900631,Arborist Complaint,"1341 MONTREAT AVE SW, ATLANTA GA 30310",ComplaintMaybe illegal removal of 2 trees on this property.  Please investigate.,Complaint,Illegal Removal,
1/28/2019,BE-201901119,Commercial - Low Voltage,"756 WEST PEACHTREE ST NW, ATLANTA GA 30308",Cabling,WW - 3rd flr - Low voltage,Online Permit Pending,
1/28/2019,BE-201901118,Residential - Electrical,"29 PEACHTREE CIR NE, ATLANTA GA 30309",Rear Addition,"Kitchen, Bedroom Addition",Online Permit Pending,
1/28/2019,BE-201901114,Residential - Electrical,"2106 TIGER FLOWERS DR NW, ATLANTA GA 30314",Temp pole,O,Closed - Passed,
1/28/2019,BE-201901113,Residential - Electrical,"1376 GRAHAM ST SW, ATLANTA GA 30310",ELECTRICAL INSTALL 200 AMP SERVICE PERMIT APPLICATION,ELECTRICAL PERMIT APPLICATION,Issued,
1/28/2019,ZLA-201900472,Business Licenses,"614 THOMASVILLE BLVD SE, ATLANTA GA 30315",Owner/Wholesale  (online) Shea butter/Body OilOnline sales only,Atlanta Variety Store,Open,
1/28/2019,BE-201901146,Commercial - Electrical,"206 PRYOR ST SW, ATLANTA GA 30303",MADHI KHAI OFFICES- Interior build out of existing tenant space for office use including new non load bearing partitions and modifications to MEPs,MADHI KHAI OFFICES (LC) (CO),Issued,
1/28/2019,QCR-2019-00476,Residential QCR,"3802 WIEUCA TER NE, ATLANTA GA 30342","DEMO WALL,NEW POOL AND POOL DECKING,RETAINING WALLS,TERRACES,STEPS AND WALKS",POOL AND MISC SITE WORK,Create Application,
1/28/2019,BP-201900597,Residential - Plumbing,"119 WHITEFOORD AVE NE, ATLANTA GA 30307",Sewer Plug,Demo/Sewer Plug,Issued,
1/28/2019,ORR-201900159,Open Record Request,"3041 LANDRUM DR SW, ATLANTA GA 30311",open complaints and co's,3041 Landrum Drive ORR,Request Completed,
1/28/2019,BE-201901110,Commercial - Electrical,"3535 PEACHTREE RD NE, RTL SHOPS, ATLANTA GA 30326",DEMO AND CONNECT OWNER FURNISH ELECTRICAL PANEL,CANDYTOPIA    suite 255,Issued,
1/28/2019,BP-201900587,Residential - Plumbing,"556 JOHN WESLEY DOBBS AVE NE, ATLANTA GA 30312",Plumbing Remodel,556 John Wesley Dobbs Avenue NE,Issued,
1/28/2019,ORR-201900156,Open Record Request,"439 DEERING RD NW, ATLANTA GA 30309",Hazardous Tree-arborist Andrew Bedson went out to determine if leaning tree in backyard needed to be cut down. Please email results.,439 Deering Rd. ORR,Request Completed,
1/28/2019,BP-201900611,Residential - Plumbing,"520 PAINES AVE NW, ATLANTA GA 30318",Install new pipes and fixtures,520 Paines Ave.,Issued,
1/28/2019,QCR-2019-00480,Residential QCR,"823 ATWOOD ST SW, ATLANTA GA 30310","ERECT REAR ADDITION, ERECT DECK ADDITION,INTERIOR AND EXTERIOR RENOVATIONS AND ALTERATIONS",ADDITION,Create Application,
1/28/2019,BP-201900601,Commercial - Fire Sprinkler,"200 PEACHTREE ST NW, ATLANTA GA 30303","Add/Relocate 75 Sprinkler Heads to an Existing Sprinkler System,",200 Peachtree City Center,Routed for Review,
1/28/2019,BP-201900599,Commercial - Fire Sprinkler,"3343 PEACHTREE RD NE, ATLANTA GA 00000",Tenant Fire Improvement,AFC 19th Floor Rest Rooms,Routed for Review,
1/28/2019,BM-201900508,Commercial - HVAC,"55 IVAN ALLEN JR BLVD NW, ATLANTA GA 30308",Relocate diffusers and return air grilles,Spec Suite 530,Issued,
1/28/2019,BP-201900598,Commercial - Fire Sprinkler,"1180 PEACHTREE ST, ATLANTA GA 30309",add/relocate sprinklers to code,brookfield properties,Routed for Review,
1/28/2019,QCR-2019-00554,Commercial QCR,"2025 PEACHTREE RD NE, ATLANTA GA 30309",FULL REMODELING OF ALL INTERIOR UNITS . / EXTERIOR  WINDOWS.,THE DARLINGTON 5TH FLOOR UNITS,Create Application,
1/28/2019,QCR-2019-00552,Commercial QCR,"2025 PEACHTREE RD NE, ATLANTA GA 30309",FULL REMODELING OF ALL INTERIOR UNITS . / EXTERIOR  WINDOWS.,THE DARLINGTON 3RD FLOOR UNITS,Create Application,
1/28/2019,BB-201900674,Residential Addition,"1689 NORTH OLYMPIAN WAY SW, ATLANTA GA 30310","RENO OF EXISTING FAMILY HOME TO INCLUDE DRYWALL HANGING AND FINISHING, ELECTRICAL UPGRADES, CABINETRY, PLUMBING FIXTURES REPLACEMENTS, NEW ROOF. NEW SIDING AND DECK.***APPLICANT AWARE IN NEED OF A FLOOR PLAN SHOWING DECK  A03..",NORTH OLYMPIAN WAY PROJECT  ADDITION,Routed for Review,
1/28/2019,BE-201901128,Residential - Electrical,"929 CHEROKEE AVE SE, ATLANTA GA 30315",kitchen remodel,929 Cherokee Ave,Issued,
1/28/2019,BB-201900683,Commercial Alteration,"3016 PIEDMONT RD NE, ATLANTA GA 30305","REMODEL EXISTING WAFFLE HOUSE , REMOVE AND RELOCATE ENTRANCE DOOR, REMOVE AND REPLACE DISH TABLE AND HIGH COUNTER, REMOVE LOW COUNTERS AND CASH STAND TO REPLACE WITH TO GO STAND. (LC)",WAFFLE HOUSE #1058 REMODEL (LC),Routed for Review,
1/28/2019,ZLA-201900452,Business Licenses,"1919 METROPOLITAN PKWY SW, ATLANTA GA 30315",BOOTH B-10RETAIL CLOTHING SALES,TOTAL FASHION/ BOOTH B-10,License Approved,
1/28/2019,QCR-2019-00462,Commercial QCR,"2005 HOSEA L WILLIAMS DR SE, ATLANTA GA 30317",2ND  FLOOR BUILD OUT OF TENANT SPACE. SPACE WILL BE USE FOR RESIDENCE.,KIRKWOOD RESIDENCE,Create Application,
1/28/2019,BA-201900643,Arborist Dead Dying Hazardous Tree,"1244 SHORE DR SW, ATLANTA GA 30311",DDH,DDH,Issued,
1/28/2019,BE-201901112,Residential - Electrical,"4764 WIEUCA RD NE, ATLANTA GA 30342",T POLE AND WIRING OF NEW HOME,LOT 25 CHASTAIN EAST,Closed - Passed,
1/28/2019,BM-201900498,Commercial - HVAC,"971 WYLIE ST SE, ATLANTA GA 30316",Install ductless minisplit,971 Wylie St,Online Permit Pending,
1/28/2019,QCR-2019-00468,Residential QCR,"2501 WINSLOW DR NE, ATLANTA GA 30305","ERECT NEW POOL,NEW PLANTER WALLS,PRIVACY FENCE AND NEW STEPS",DAVEY POOL,Plan Inspection,
1/28/2019,BP-201900614,Commercial - Plumbing,"2045 ALISON CT SW, ATLANTA GA 30311",COMMERCIAL / PLUMBING NEW WATERLINE,COMMERCIAL / PLUMBING,Issued,
1/28/2019,BA-201900664,Arborist Illegal Activity,"9 WEST ANDREWS DR NW, ATLANTA GA 30305","Fines for the illegal destruction of 1 33"" Pine at 141 Austell Way1 28"" Hackberry at 141 Austell Way",Illegal Activity,Fine,
1/28/2019,BB-201900687,Residential Addition,"1071 WHITE OAK AVE SW, ATLANTA GA 30310","RENOVATE DINING, KITCHEN, LIVING ROOM, HALLWAY BATHROOM, AND ALL 3 BEDROOMS. ADDITION OF MAST SUITE TO REAR AND DECK OF EXISTING SINGLE FAMILY RESIDENCE.",BRUNO- ADDITION TO EXISTING SINGLE FAMILY RESIDENCE-CO,Routed for Review,
1/28/2019,ORR-201900160,Open Record Request,"910 PARK AVE SE, ATLANTA GA 30315",BB201708259,910 Park Ave. ORR,Request Completed,
1/28/2019,QCR-2019-00464,Residential QCR,"250 SPELLMAN ST NW, ATLANTA GA 30314",DEMOLITION OF A SINGLE FAMILY RESIDENCE,DEMO,Create Application,
1/28/2019,BE-201901159,Residential - Electrical,"1267 PACES FOREST DR NW, ATLANTA GA 00000",Electrical install Whole house remodel,1267 Paces Forest,Issued,
1/28/2019,BE-201901161,Commercial - Low Voltage,"2596 BANKHEAD HWY NW, ATLANTA GA 00000",Run 6 Cat-6 lines,Commericial Alteration,Issued,
1/28/2019,BM-201900509,Commercial - HVAC,"55 IVAN ALLEN JR BLVD NW, ATLANTA GA 30308",Relocate diffusers and return air grilles,Spec Suite 800,Issued,
1/28/2019,BE-201901160,Residential - Electrical,"686 CENTER HILL AVE NW, ATLANTA GA 30318",Complete electrical rewire,686 center hill,Issued,
1/28/2019,BB-201900659,Residential Addition,"451 EAST KILDARE AVE NW, ATLANTA GA 30318",Windows replacements for Work Stop Order and minor facia work.,ANGLE HOLDINGS LLC- ADDITION /ALTERATIONS,Routed for Review,
1/28/2019,BE-201901115,Residential - Electrical,"772 BELT LOOP SE, ATLANTA GA 30312",RESIDENTIAL / ELECTRICAL / TEMP POLE /LOT 17,RESIDENTIAL / ELECTRICAL / TEMP POLE /LOT 17,Closed - Passed,
1/28/2019,BB-201900661,Residential New,"208 1ST AVE SE, ATLANTA GA 30317",NEW SFR - LOT 4 - aka 2342 MERRILEE LANE - GROVE PARK aka BIXTON SUBDIVISION-CO OF SINGLE FAMILY RESIDENCE W/ DETACHED GARAGE CLIFTON FLOOR PLAN W/FIREPLACE DETACHED GARAGE FRONT AND REAR PORCHLD - 201600127Z-16-020V-16-2552573 SF HEATED 484 SF GARAGE,NEW SFR - LOT 4 - aka 2342 MERRILEE LANE - GROVE PARK aka BIXTON SUBDIVISION-CO,Routed for Review,
1/28/2019,BB-201900658,Residential Alteration,"498 ROBINSON AVE SE, ATLANTA GA 30315","INTERIOR AND EXTERIOR ALTERATIONS TO INCLUDE RENOVATE EXISTING KITCHEN AND LAUNDRY, INSTALL NEW DOOR AND WINDOWS ON REAR, AND INSTALL AWINING ROOF OVER REAR DOOR.",STEWART - ALTERATIONS - XPRS,Issued,
1/28/2019,BP-201900618,Residential - Plumbing,"128 EAST WESLEY RD NE, ATLANTA GA 30305",New residential plumbing,128 E. Wesley Rd. NE,Issued,
1/28/2019,19CAP-00000131,Building Complaint,"1216 OAKLAND TER SW, ATLANTA GA 30310","WORKING WITHOUT A PERMIT--received voicemail stating location is completing a total remodel of structure, roof, new deck with trade activity.",Stop Work Case,Stop Work Posted,Stop Work Case
1/28/2019,BA-201900661,Arborist Dead Dying Hazardous Tree,"756 GLASS ST NW, ATLANTA GA 30318",DDH Inspection,DDH Inspection,Issued,
1/28/2019,BA-201900669,Arborist Dead Dying Hazardous Tree,"3125 WOOD VALLEY RD NW, ATLANTA GA 30327",DDH,DDH,Issued,
1/28/2019,ZLA-201900478,Business Licenses,"855 WEST PEACHTREE ST NE, ATLANTA GA 30308","STAY ALFRED, INC / UNIT 1321OFFERING FULLY FURNISHED APARTMENTS FOR SHORT TERM RENTALS IN DOWNTOWN LOCATIONS","STAY ALFRED, INC / UNIT 1321",Open,
1/28/2019,ZLA-201900477,Business Licenses,"855 WEST PEACHTREE ST NE, ATLANTA GA 30308","STAY ALFRED, INC / UNIT 1127OFFERING FULLY- FURNISHED APARTMENTS FOR SHORT TERM RENTALS IN DOWNTOWN LOCATIONS","STAY ALFRED, INC / UNIT 1127",License Approved,
1/28/2019,ORR-201900164,Open Record Request,"281 LAMON AVE SE, ATLANTA GA 30316","Stamped Arborist Plans - Plans,",281 Lamon Ave - ORR,Request Completed,
1/28/2019,ZLA-201900464,Business Licenses,"135 AUBURN AVE NE, A, ATLANTA GA 30303",PRESIDENT/APEX MUSEUM GIFT SHOP,APEX MUSEUM GIFT SHOP,Zoning Review,
1/28/2019,BA-201900641,Arborist Dead Dying Hazardous Tree,"870 ADAIR AVE NE, ATLANTA GA 30306",,,Issued,
1/28/2019,QCR-2019-00470,Commercial QCR,"864 SPRING ST NW, ATLANTA GA 30308",RENOVATE PORTION OF 20TH FLOOR FOR EXISTING TENANT.,NCR 20TH FLOOR,Create Application,
1/28/2019,BB-201900685,Residential Pool,"3802 WIEUCA TER NE, ATLANTA GA 30342","DEMO WALL,NEW POOL AND POOL DECKING,RETAINING WALLS,TERRACES,STEPS AND WALKS",KARATASSOS-POOL AND MISC SITE WORK,Routed for Review,
1/28/2019,19CAP-00000126,Building Complaint,"892 OAKHILL AVE SW, ATLANTA GA 30310","WORKING OUTSIDE SCOPE OF PERMIT-Changing windows, adding living space to the basement area.  They have a permit BB-201809063 for interior remodel only but caller says they are doing more.",Buildings-Other Case,Assigned to Inspector,Buildings-Other Case
1/28/2019,QCR-2019-00469,Commercial QCR,"1033 JEFFERSON ST NW, ATLANTA GA 30318",INTERIOR ALTERATION TO EXISTING DATA HALL 1E2.,OTS METRO 1E2 - POWER EXPANSION,Create Application,
1/28/2019,ORR-201900157,Open Record Request,"1049 ASTOR AVE SW, ATLANTA GA 30310",plans,1049 Astor Ave. ORR,Request Completed,
1/28/2019,BE-201901140,Residential - Electrical,"1460 NORRIS PL NW, ATLANTA GA 00000",RESIDENTIAL / ELECTRICAL / TEMP POLE TEMP POLE,RESIDENTIAL / ELECTRICAL / TEMP POLE,Issued,
1/28/2019,BA-201900653,Arborist Dead Dying Hazardous Tree,"2072 DEKALB AVE NE, ATLANTA GA 30307",DDH,DDH,Issued,
1/28/2019,BA-201900654,Arborist Dead Dying Hazardous Tree,"151 CAMPBELL ST SE, ATLANTA GA 30317",DDH,DDH,Issued,
1/28/2019,BB-201900673,Residential Alteration,"906 HOLLYWOOD RD NW, ATLANTA GA 30318","INTERIOR AND EXTERIOR PAINTING, REPLACE SIDING, REPLACE WINDOWS, REPLACE SHEETROCK,  AND REPLACE SHINGLES.",CURBSIDE HOMES - ALTERATIONS - XPRS,Issued,
1/28/2019,ZLA-201900461,Business Licenses,"1372 PEACHTREE ST NE, ATLANTA GA 30309",MARKETPLACE IGNITION LLCCONSULTINGOFFICE USE ONLY,MARKETPLACE IGNITION LLC,License Approved,
1/28/2019,BB-201900666,Residential Pool,"1343 LANIER PL NE, ATLANTA GA 30306",ERECT SWIMMING POOL AND POOL DECKING FOR RESIDENCE.,JACKBUILT POOL,Routed for Review,
1/28/2019,BE-201901127,Commercial - Low Voltage,"3880 REDWINE RD SW, ATLANTA GA 30331",STE 208INSTALL FIRE ALARM,COMMERCIAL/LOW VOLTAGE/ STE 208,Issued,
1/28/2019,BE-201901123,Commercial - Electrical,"470 PONCE DE LEON AVE NE, ATLANTA GA 00000",Electrical for floor boxes,470 PONCE DE LEON WHITE BOX SUITE 101,Issued,
1/28/2019,BE-201901122,Residential - Electrical,"2724 PEACHTREE RD NW, ATLANTA GA 30305",Total remodel.,Stephenson Condominium Suite 102,Issued,
1/28/2019,BA-201900670,Arborist Dead Dying Hazardous Tree,"415 FENNEL WAY SW, ATLANTA GA 30331",DDH,DDH,Issued,
1/28/2019,19CAP-00000120,Building Complaint,"14 DEAN OVERLOOK DR NW, ATLANTA GA 30318",ILLEGAL AIR B&B.,Zoning Case,Potential Duplicate,Zoning Case
1/28/2019,BT-201900218,Temporary Power,"117 ROCKY FORD RD NE, ATLANTA GA 30317",temp power,117 ROCKY FORD RD NE,Issued,
1/28/2019,QCR-2019-00483,Residential QCR,"3679 RANDALL HALL NW, ATLANTA GA 30327",INSTALLING SOD AND A RETAINING WALL MAX HEIGHT 2 FEET.,SFR - RETAINING WALL,Create Application,
1/28/2019,QCR-2019-00481,Residential QCR,"359 WOODWARD AVE SE, ATLANTA GA 30312","GENERAL RENOVATIONS, STAIRS, PLUS REMOVAL OF WALL AND INSTALL LUL BEAMS. MECHANICAL SYSTEMS.PREVIOUS EXPIRED PERMIT BB#201305048",SFR - INTERIOR ALTERATIONS  (prev exp bb#201305048),Create Application,
1/28/2019,BM-201900495,Residential - HVAC,"171 BEVERLY RD NE, ATLANTA GA 30309",HVAC Install,"171 Beverly Rd, BB-201806599",Issued,
1/28/2019,ORR-201900158,Open Record Request,"100 OUTSIDE ATLANTA DR SW, ATLANTA GA 30303",original permit,2691 Jerome Rd. ORR,Request Completed,
1/28/2019,QCR-2019-00561,Commercial QCR,"2025 PEACHTREE RD NE, ATLANTA GA 30309",FULL REMODELING OF ALL INTERIOR UNITS . / EXTERIOR  WINDOWS.,THE DARLINGTON 12TH FLOOR UNITS,Create Application,
1/28/2019,BE-201901189,Commercial - Low Voltage,"670 DEKALB AVE NE, ATLANTA GA 00000",INSTALL FIRE ALARM SYSTEM,SHAKE SHACK OLD 4TH WARD (LC)(CO),Issued,
1/28/2019,QCR-2019-00553,Commercial QCR,"2025 PEACHTREE RD NE, ATLANTA GA 30309",FULL REMODELING OF ALL INTERIOR UNITS . / EXTERIOR  WINDOWS.,THE DARLINGTON 4TH FLOOR UNITS,Create Application,
1/28/2019,BM-201900502,Residential - HVAC,"474 JAMES P BRAWLEY DR NW, ATLANTA GA 30318",RESIDENTIAL / HVAC REPLACE EXISTING FURNACE COIL AND CONDENSING UNIT WITH EXISTING DUCTWORK,RESIDENTIAL / HVAC,Issued,
1/28/2019,ZLA-201900456,Business Licenses,"730 PEACHTREE ST NE, ATLANTA GA 30308",STE 570OFFICE USE ONLY. THIS IS NOT AAN ASSEMBLY OR LOUNGE USE,SMOKIN SENSATIONS/ STE 570,License Approved,
1/28/2019,QCR-2019-00562,Commercial QCR,"2025 PEACHTREE RD NE, ATLANTA GA 30309",FULL REMODELING OF ALL INTERIOR UNITS . / EXTERIOR  WINDOWS.,THE DARLINGTON 13TH FLOOR UNITS,Create Application,
1/28/2019,QCR-2019-00560,Commercial QCR,"2025 PEACHTREE RD NE, ATLANTA GA 30309",FULL REMODELING OF ALL INTERIOR UNITS . / EXTERIOR  WINDOWS.,THE DARLINGTON 11TH FLOOR UNITS,Create Application,
1/28/2019,QCR-2019-00551,Commercial QCR,"2025 PEACHTREE RD NE, ATLANTA GA 30309",FULL REMODELING OF ALL INTERIOR UNITS . / EXTERIOR  WINDOWS.,THE DARLINGTON 2ND FLOOR UNITS,Create Application,
1/28/2019,BE-201901153,Commercial - Low Voltage,"990 BRADY AVE NW, ATLANTA GA 30318",Fire alarm modifications,Food Lounge,Issued,
1/28/2019,BP-201900600,Commercial - Fire Sprinkler,"3343 PEACHTREE RD NE, ATLANTA GA 00000",Tenant Fire Improvement,AFC 18th Floor Rest Rooms,Routed for Review,
1/28/2019,BA-201900652,Arborist Dead Dying Hazardous Tree,"861 UNITED AVE SE, ATLANTA GA 30312",DDH,DDH,Issued,
1/28/2019,BS-201900074,Sign LED,"195 13TH ST NE, ATLANTA GA 30309",VIREO WALL / LED,VIREO,Approved Site,
1/28/2019,ZLA-201900454,Business Licenses,"855 WEST PEACHTREE ST NE, ATLANTA GA 30308","STAY ALFRED, INC / UNIT 1304OFFERING FULLY-FURNISHED APTS FOR SHORT TERM RENTALS IN DOWNTOWN LOCATIONS","STAY ALFRED, INC / UNIT 1304",License Approved,
1/28/2019,19TMP-003596,Residential - Plumbing,"998 ASHBY GROVE SW, ATLANTA GA 30314",Replacing plumbing fixtures,998 Ashby Grove,,
1/28/2019,BP-201900594,Commercial - Plumbing,"10 10TH ST NE, ATLANTA GA 30309",Furnish and install new plumbing equipment.Piping alterations.,10 10th Street Google 4th Floor Plumbing,Issued,
1/28/2019,BM-201900504,Commercial - HVAC,"10 10TH ST NE, ATLANTA GA 30309",Furnish and install new mechanical equipment.Relocate existing equipment.Duct alterations.,10 10th Street Google 4th Floor Mechanical,Accepted,
1/28/2019,BE-201901120,Commercial - Low Voltage,"756 WEST PEACHTREE ST NW, ATLANTA GA 30308",Cabling,WW - 4th flr - Low voltage,Online Permit Pending,
1/28/2019,QCR-2019-00558,Commercial QCR,"2025 PEACHTREE RD NE, ATLANTA GA 30309",FULL REMODELING OF ALL INTERIOR UNITS . / EXTERIOR  WINDOWS.,THE DARLINGTON 9TH FLOOR UNITS,Create Application,
1/28/2019,BA-201900621,Arborist Plan Review,"521 CAPITOL AVE SW, REAR2, ATLANTA GA 30312",,LD: ASPEN HEIGHTS GSU (MP),Approved-No Trees Destroyed,
1/28/2019,BE-201901108,Residential - Electrical,"4768 WIEUCA RD NE, ATLANTA GA 30342",T Pole,LOT 23 CHASTAIN EAST,Closed - Passed,
1/28/2019,BA-201900619,Arborist Dead Dying Hazardous Tree,"716 MILL WALK NW, ATLANTA GA 30327",,,Accepted,
1/28/2019,ZLA-201900490,Business Licenses,"3423 PIEDMONT RD NE, ATLANTA GA 30305",ATLAS BAY ENGINEERING LLC/ ATLAS BAY VR.CREATION OF CUSTOM VIRTUALREALITY SOFTWARE.,ATLAS BAY ENGINEERING LLC/ ATLAS BAY VR,License Approved,
1/28/2019,ZLA-201900489,Business Licenses,"2033 METROPOLITAN PKWY SW, ATLANTA GA 00000",Childrens Store/OwnerExisting Retail,Cash Resale-Children & More,Open,
1/28/2019,ZLA-201900484,Business Licenses,"400 WEST PEACHTREE ST NW, ATLANTA GA 30303",SHOHN BLAZE / STE 41507OFFICE USE ONLY - LIFESTYLE COACH ENTERTAINMENT,SHOHN BLAZE / STE 41507,License Approved,
1/28/2019,QCR-2019-00484,Residential QCR,"2943 METROPOLITAN PKWY SW, ATLANTA GA 30315",DEMOLITION OF SINGLE FAMILY RESIDENCE,DEMO,Plan Inspection,
1/28/2019,BM-201900515,Residential - HVAC,"1124 DAWN VIEW LN NW, ATLANTA GA 30327",Residential HVAC installation with gassing and ventilation.,1124 Dawn View Lane,Issued,
1/28/2019,ORR-201900166,Open Record Request,"415 EDGEWOOD AVE SE, ATLANTA GA 30312",plans,415 Edgewood Ave. ORR,Request Completed,
1/28/2019,BB-201900678,Residential Addition,"166 ELIZABETH ST NE, ATLANTA GA 30307",Rear addition OF TWO STORK DECK and site work CHANGING SOLARIUM ROOF TO GABLE ROOF,166 Elizabeth St. - Additions.,Routed for Review,
1/28/2019,QCR-2019-00475,Residential QCR,"383 WOODWARD WAY NW, ATLANTA GA 30305",CONSTRUCT A 2 STORY SINGLE FAMILY HOME WITHIN THE ALLOTTED F.A.R. AND COMPLYING W/ THE R-3 BLDG SETBACKS AND ZONING REQUIREMENTS.,NEW SFR,Create Application,
1/28/2019,QCR-2019-00471,Residential QCR,"1271 BYEWOOD LN SW, ATLANTA GA 30310","INTERIOR DRYWALL, PAINTING, TRIM, INSTALL DOORS, PLUMBING, ELECTRICAL, HVAC, KITCHEN. EXTERIOR, SIDING, FRONT PORCH, WINDOWS.(AKA 1269 BYEWOOD AVE)",SFR - ADDITION W/ ALTERATIONS,Plan Inspection,
