Date,Record Number,Record Type,Address,City,ZIP,State,Country,Description,Permit Name,Status
2/8/2019,QCR-2019-00731,Residential QCR,78 ROCKY FORD RD NE,Atlanta,30317,GA,United States,OWNERS ARE ENCLOSING THE EXISTING  SIDE PORCH AND REAR DECK WITH A ROOF AND SCREEN TO BE SCREENED DECK. THE EXISTING STAIR IS BEING REMOVED AND RELOCATED ALONG THE SIDE OF THE HOUSE. THE PREVIOUS OFF STREET PARKING IS TO REMAIN. A NEW OPEN IS BEING ADDED TO THE NOW SCREENED PORCH. NO INTERIOR WORK IS BEING COMPLETED.,SFR: ADDITION AND DECK RENOVATION (V-18-306),Create Application
2/8/2019,BE-201901677,Residential - Low Voltage,2015 ROCKLEDGE RD NE,Atlanta,30324,GA,United States,"Security PW, Plasma Tube, MJ x 3, TV x 2",Lot 78 Morningside Towns,Issued
2/8/2019,19-0058,Impact Fees - Fees,1740 BOLTON RD NW,Atlanta,30318,GA,United States,"CONSTRUCTION OF A 2060 SQ FT SINGLE FAMILY RESIDENCE. THIS PROPERTY IS LOCATED BETWEEN BOLTON RD AND AN INDUSTRIAL FACILITY. SITE IMPROVEMENTS WILL INCLUDE A 30 X 30  RESIDENCE WITH GRASS BLOCK PAVERS FOR THE PARKING AREA. NO TREE REMOVAL IS NECESSARY FOR THIS PROJECT. HEATED BASEMENT, DECK AND FRONT PORCH(KSE-012077 DEMO)",BOLTON PROJECT,FORMAL EST
2/8/2019,BE-201901651,Commercial - Electrical,2420 PIEDMONT RD NE,Atlanta,30324,GA,United States,"Disconnect/Reconnect Lindberg Station for Saturday February 9, 2019.",Disconnect/Reconnect for Lindberg Statation,Issued
2/8/2019,BB-201900976,Multi Family Alteration,3325 PIEDMONT RD NE,Atlanta,30305,GA,United States,"LIGHTING AND PAINTING, REPAIR AND REFINISH FLOOR, PATCH AND INSTALL NEW TRIM, REFINISH CABINETS, CHANGE OUT HVAC COVERS, REPAIR AND CLEAN UP PREVIOUS CREWS WORK",KRESKEY - UNIT 3005 ALTERATION - XPRS,Issued
2/8/2019,ZLA-201900677,Business Licenses,67 PEACHTREE PARK DR NE,Atlanta,30309,GA,United States,CHANGE OF ADDRESSPARTNERSHIP ADVERTISINGHERMAN FEUERMANN-EVP GENERAL MANAGER,PM PUBLICIDAD LLC,Zoning Review
2/8/2019,BM-201900744,Commercial - HVAC,1084 HOWELL MILL RD NW,Atlanta,30318,GA,United States,INSTALLING 2 CEILING FANS,WESTSIDE BLDG B ROOFTOP,Issued
2/8/2019,BW-201900063,Water Heater,2226 WILLOW AVE NE,Atlanta,30305,GA,United States,wh replace,2226 WILLOW AVE NE,Issued
2/8/2019,BM-201900743,Residential - HVAC,570 LORIDANS DR NE,Atlanta,30342,GA,United States,INSTALL FURNACE,Mason HVAC,Issued
2/8/2019,BM-201900751,Commercial - HVAC,3700 PRINCETON LAKES PKWY,Atlanta,30331,GA,United States,Install hvac,Home 2 Suites by Hilton,Issued
2/8/2019,BA-201900954,Arborist Dead Dying Hazardous Tree,1793 WARREN CT NW,Atlanta,30318,GA,United States,DDH,DDH,Accepted
2/8/2019,BM-201900757,Residential - HVAC,95 TALL PINES CT NW,Atlanta,30327,GA,United States,NEW HVAC INSTALLATION,95 TALL PINES,Issued
2/8/2019,BT-201900302,Temporary Power,3248 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,TEMPORARY TO PERMANENT POWER,CP LOT 61 TEMP TO PERM,Issued
2/8/2019,QCR-2019-00728,Commercial QCR,1230 PEACHTREE ST NE,Atlanta,30303,GA,United States,"Ste 2600 - New finishes in existing restroom, break room, and resource center",TVS - Ste 2600,Create Application
2/8/2019,BT-201900301,Temporary Power,570 PARK AVE SE,Atlanta,30312,GA,United States,TEMPORARY POWER,RESIDENTIAL / ELECTRICAL - TPOWR,Issued
2/8/2019,ZLA-201900696,Business Licenses,4285 ROSWELL RD NE,Atlanta,30342,GA,United States,SHAMNI LLC DBA SUPERCUTS CHASTAIN SQUARE SALON - STE #5SALON,SHAMANI LLC DBA SUPERCUTS CHASTAIN SQUARE SALON - STE #5,License Approved
2/8/2019,19-0059,Impact Fees - Fees,880 SAMPLES LN NW,Atlanta,30318,GA,United States,"CONSTRUCTION OF NEW SINGLE FAMILY RESIDENCE W/ A FINISHED  ATTIC,GARAGE,FIREPLACE.LD-2013-00039",BROCKBUILT-NEW SINGLE FAMILY RESIDENCE - WEST HIGHLANDS - MEADOWOOD -CO- LOT 501,FORMAL EST
2/8/2019,BM-201900747,Residential - HVAC,1449 CORETTA SCOTT VIEW NW,Atlanta,30318,GA,United States,New Construction HVAC,Lot 66 West Town/Perry,Online Permit Pending
2/8/2019,QCR-2019-00725,Commercial QCR,3340 PEACHTREE RD,Atlanta,30326,GA,United States,Ste 1950 - Minor interior alteration  of existing vacant 2nd generation space to include minor HVAC and Electrical,Spec Suite 1950,Create Application
2/8/2019,BE-201901680,Residential - Electrical,520 PAINES AVE NW,Atlanta,30318,GA,United States,Wire home to Code.,520 Paines Ave NW,Issued
2/8/2019,BT-201900298,Temporary Power,210 AUBURN AVE NE,Atlanta,30303,GA,United States,Temp Power for trailer,Temp Power,Terminated
2/8/2019,BM-201900746,Commercial - HVAC,1110 WEST PEACHTREE ST NW,Atlanta,30309,GA,United States,4- PIU6 -VAV1 EXHAUST FAN,Northside Hospital - Midtown Perinatal STE300,Issued
2/8/2019,ZLA-201900698,Business Licenses,3389 OAKCLIFF RD NW,Atlanta,30331,GA,United States,HOME OFFICE USE,BALL ENTERPRISE,License Approved
2/8/2019,BE-201901641,Commercial - Low Voltage,980 HOWELL MILL RD NW,Atlanta,30318,GA,United States,PHASE 8 1ST FLOOR UNDER PODIUMINSTALLATION OF LOW VOLTAGE WIRE & EQUIPMENT (CAT 6 & COAX),COMMERCIAL / LOW VOLTAGE - PHASE 8 1ST FLR UNDER PODIUM,Issued
2/8/2019,BE-201901630,Commercial - Low Voltage,980 HOWELL MILL RD NW,Atlanta,30318,GA,United States,TOLL BROTHERS - PHASE 1 PARKING DECKINSTALLATION OF LOW VOLTAGE WIRE & EQUIPMENT (CAT 6 & COAX),COMMERCIAL / LOW VOLTAGE - PHASE 1 PARKING DECK,Issued
2/8/2019,BA-201900972,Arborist Dead Dying Hazardous Tree,549 OAKDALE RD NE,Atlanta,30307,GA,United States,DDH,DDH,Accepted
2/8/2019,BE-201901684,Residential - Low Voltage,50 LAKELAND DR NE,Atlanta,30305,GA,United States,phones cables secuirty,LAKELAND TOWNHOMES: UNIT 23 (LC)- 3453 LANDEN PINE COURT NE,Issued
2/8/2019,19CAP-00000183,Building Complaint,383 9TH ST NE,Atlanta,30309,GA,United States,383 9th Street  work on her property line and putting a windpow where you can see inside her house. was told by Code Enforcement no window should be there.Ms Jacqueline Mitchell 404-876-0687 call for questions,STOP WORK-383 9th Street,Potential Duplicate
2/8/2019,BP-201900889,Residential - Plumbing,75 14TH ST NE,Atlanta,30309,GA,United States,SUITE 4220FIXTURE REPLACEMENT,RESIDENTIAL/PLUMBING/SUITE 4220,Issued
2/8/2019,BA-201900980,Arborist Plan Review,415 PINE CREST RD NE,Atlanta,30342,GA,United States,,Single Family Residence - SWIMMING POOL,Posted
2/8/2019,BA-201900978,Arborist Plan Review,313 SISSON AVE NE,Atlanta,30317,GA,United States,,DEMO,Accepted
2/8/2019,BW-201900064,Water Heater,791 WYLIE ST,Atlanta,30316,GA,United States,Install/Replace Water HeaterUnit 203,Residential water heater Unit 203,Issued
2/8/2019,BE-201901654,Residential - Electrical,655 LAMBERT DR NE,Atlanta,30324,GA,United States,WIRE NEW HOME AT 655 LAMBERT,88 MANCHESTER GENERAL,Issued
2/8/2019,ZLA-201900697,Business Licenses,520 HUMPHRIES ST SW,Atlanta,30312,GA,United States,520 FULTONHOME OFFICE ONLY,SHAI'S SMOKES AKA 520 FULTON,License Approved
2/8/2019,BB-201900978,Commercial Alteration,1901 PEACHTREE RD NE,Atlanta,30309,GA,United States,"COMMERCIAL REROOF, DURO LAST 50MIL PVC",CHICK-FIL-A - REROOF - XPRS,Issued
2/8/2019,BE-201901675,Residential - Electrical,3244 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,ELECTRICAL INSTALL TO INCLUDE 150 SERVICE AMP,CT 63 ELEC PERM,Issued
2/8/2019,BB-201900992,Commercial Demolition,777 TECHWOOD DR NW,Atlanta,30313,GA,United States,"Techwood Dr Demo of a one story brick building, 1938 sq ft.Proposed addition to Theta Xi Chapter House",Techwood Dr Demo,Routed for Review
2/8/2019,QCR-2019-00734,Commercial QCR,521 EDGEWOOD AVE SE,Atlanta,30312,GA,United States,"The project is an adaptive reuse renovation converting three existing industrial spaces into three (3) separate restaurants with the exterior along Edgewood converting facade.Addresses included are: 521, 525, 537 Edgewood Avenue, Atlanta",525 Edgewood Ave - Commercial Reno,Plan Inspection
2/8/2019,BM-201900762,Residential - HVAC,3150 FERNCLIFF COMMONS NE,Atlanta,30324,GA,United States,New system in basement.,Basement finish hvac,Issued
2/8/2019,BT-201900320,Temporary Power,837 REGAL LN SW,Atlanta,30331,GA,United States,TEMPORARY POWER,CASCADES LOT 504 TPR,Issued
2/8/2019,BE-201901688,Residential - Low Voltage,50 LAKELAND DR NE,Atlanta,30305,GA,United States,PHONES CABLES AND SECURITY,LAKELAND TOWNHOMES: UNIT 22 (LC)- 3451 LANDEN PINE COURT NE,Issued
2/8/2019,BA-201900965,Arborist Dead Dying Hazardous Tree,950 MARIETTA ST NW,Atlanta,30318,GA,United States,,,Accepted
2/8/2019,BE-201901671,Residential - Low Voltage,2015 ROCKLEDGE RD NE,Atlanta,30324,GA,United States,"Security PW, Plasma Tube, MJ x 4",Lot 75 Morningside Towns,Issued
2/8/2019,BA-201900951,Arborist Dead Dying Hazardous Tree,115 BLACKLAND DR NW,Atlanta,30342,GA,United States,,,Accepted
2/8/2019,BE-201901627,Commercial - Electrical,1180 WEST PEACHTREE ST NE,Atlanta,,GA,United States,"Tenant SpaceLights, Switches & Receptacles",Ankura / Suite 550,Issued
2/8/2019,BE-201901628,Residential - Low Voltage,2108 BOLTON RD NW,Atlanta,30318,GA,United States,"PHONES, CABLES, SECURITY",2108 BOLTON DRIVE NW THE QUARTER UNIT 50,Issued
2/8/2019,BA-201900943,Arborist Dead Dying Hazardous Tree,2813 GLENLOCKE WAY NW,Atlanta,30318,GA,United States,,,Issued
2/8/2019,BE-201901636,Commercial - Low Voltage,205 12TH ST NE,Atlanta,30309,GA,United States,Install Fire Alarm Devices in tenant build out,Cafe Lucia - Alta at the Park,Issued
2/8/2019,BE-201901699,Residential - Electrical,72 WALTHALL ST SE,Atlanta,30316,GA,United States,"New Construction. Electrical install to include installing service amps, feeders and branch circuits",72 Walthall Street,Issued
2/8/2019,BE-201901689,Residential - Low Voltage,50 LAKELAND DR NE,Atlanta,30305,GA,United States,PHONES CABLES SECURITY,LAKELAND TOWNHOMES: UNIT 20 (LC)- 3447 LANDEN PINE COURT NE,Issued
2/8/2019,BM-201900761,Residential - HVAC,1877 COLLAND DR NW,Atlanta,30318,GA,United States,"INSTALL WATER  HEATER, GAS FIRE PLCE, FURNACE",RESIDENTIAL/HVAC,Issued
2/8/2019,BM-201900759,Residential - HVAC,2795 PEACHTREE RD,Atlanta,30305,GA,United States,Replace HVAC system,2795 Peachtree Rd #1580,Issued
2/8/2019,BP-201900887,Residential - Plumbing,1703 DEFOOR AVE NW,Atlanta,30318,GA,United States,"Replace Plumbing Fixtures, Relocate Water Heater",Plumbing Remodel,Issued
2/8/2019,BM-201900755,Residential - HVAC,779 GRANT TER SE,Atlanta,30315,GA,United States,Install 4 ton complete electrical heat Pump system for 2 story house with zone board,779 Grant terr,Online Permit Pending
2/8/2019,BA-201900948,Arborist Dead Dying Hazardous Tree,743 ARGONNE AVE NE,Atlanta,30308,GA,United States,,,Accepted
2/8/2019,19CAP-00000180,Building Complaint,1705 JONESBORO RD SE,Atlanta,30315,GA,United States,ILLEGAL ROOMING HOUSE--Business has several people living in the building.,Zoning Case,Assigned to Inspector
2/8/2019,BA-201900981,Arborist Plan Review,208 SPRINGDALE DR NE,Atlanta,30305,GA,United States,,208 SPRINGDALE DR NE-CO,Accepted
2/8/2019,BA-201900979,Arborist Plan Review,331 CAMDEN RD NE,Atlanta,30309,GA,United States,,DERISO RESIDENCE ALTERATIONS/DRIVEWAY INKIND/FENCE REMOVE AND REPLACE NEW TERRACE,Accepted
2/8/2019,BA-201900976,Arborist Plan Review,739 SAN ANTONIO DR NE,Atlanta,30306,GA,United States,,Demo,Accepted
2/8/2019,BA-201900973,Arborist Dead Dying Hazardous Tree,388 DEERING RD NW,Atlanta,30309,GA,United States,DDH,DDH,Issued
2/8/2019,ZLA-201900679,Alcohol Licenses,1429 FAIRMONT AVE NW,Atlanta,30318,GA,United States,"MORRIS BRANDON AUCTION 2019NON-PROFIT SPECIAL EVENT WITH LIQUOR WINE BEER - SATURDAY APRIL 27, 2019 FROM 9:00AM-1:00AM",MORRIS BRANDON AUCTION 2019,Building-Inspection Required
2/8/2019,BE-201901691,Residential - Low Voltage,76 LAKELAND DR NW,Atlanta,30305,GA,United States,PHONES CABLES SECURITY,LAKELAND TOWNHOMES: UNIT 18(LC)- 3443 LANDEN PINE COURT NE,Issued
2/8/2019,ORR-201900242,Open Record Request,1475 WEST PACES FERRY RD NW,Atlanta,30327,GA,United States,Site plan and tree removal plan,1475 West Paces Ferry Rd. ORR,Request Completed
2/8/2019,BE-201901629,Commercial - Electrical,88 WEST PACES FERRY RD NW,Atlanta,30305,GA,United States,relocating and adding new light fixtures and devices,St Regis Hotel Empire Suite Level 10,Issued
2/8/2019,BP-201900890,Commercial - Plumbing,3000 CONTINENTAL COLONY PKWY SW,Atlanta,30331,GA,United States,"INSTALL NEW TUB, SINKS, WTR HEATERS",COMMERCIAL/PLUMBING/THE PARK AT GREENBRIAR / F133,ACA Pending
2/8/2019,ZLA-201900703,Business Licenses,900 NORTHSIDE DR NW,Atlanta,30318,GA,United States,FINEST WHEELS TIRESTIRE SHOP,FINEST WHEELS TIRES,Zoning Inspection Required
2/8/2019,BE-201901697,Residential - Low Voltage,50 LAKELAND DR NE,Atlanta,30305,GA,United States,PHONES CABLES AND SECURITY,LAKELAND TOWNHOMES: UNIT 16 (LC)- 3439 LANDEN PINE COURT NE,Issued
2/8/2019,BB-201900998,Residential Alteration,586 CENTER HILL AVE NW,Atlanta,30318,GA,United States,"DEMO PLUMBING FIXTURES, ELECTRICAL OUTLETS AND FIXTURES. CABINETS, VANITIES, BATHROOM AND KITCHEN TILE.  HARDWOOD FLOORS, NEW TOILETS, INTERIOR AND EXTERIOR PAINTING SIDING AND REPLACE ROOF SHINGLES",UMUDI - ALTERATION - XPRS,Issued
2/8/2019,BE-201901696,Commercial - Electrical,120 CLAIRE DR SW,Atlanta,30315,GA,United States,Replace existing 60 amp enclosed circuit breaker with a lockable 60 amp fused disconnect switch.,23 Claire Dr - Elevator Disconnect Replacement,Issued
2/8/2019,BE-201901695,Commercial - Electrical,3711 MARTIN L KING JR DR SW,Atlanta,,GA,United States,installing electrical feeders,COA Trailers,Online Permit Pending
2/8/2019,BE-201901693,Residential - Low Voltage,50 LAKELAND DR NE,Atlanta,30305,GA,United States,PHONES CABLES AND SECURITY,LAKELAND TOWNHOMES: UNIT 17 (LC)- 3441 LANDEN PINE COURT NE,Issued
2/8/2019,BT-201900318,Temporary Power,839 REGAL LN SW,Atlanta,30331,GA,United States,TEMPORARY POWER,CASCADES LOT 503 TPR,Issued
2/8/2019,BE-201901621,Commercial - Electrical,660 PEACHTREE ST NE,Atlanta,,GA,United States,Connect to existing equipment,Eddie Rush 02/14,Issued
2/8/2019,BT-201900310,Temporary Power,1546 NORTH AVE NW,Atlanta,30318,GA,United States,TEMP POWER,1546 NORTH AVE NW,Issued
2/8/2019,BA-201900960,Arborist Plan Review,1163 ROXBORO COVE NE,Atlanta,30324,GA,United States,,REBACA RENOVATION AND ADDITION-CO,Accepted
2/8/2019,BT-201900314,Temporary Power,985 MEMORIAL DR SE,Atlanta,30316,GA,United States,ELECTRICAL TEMPORARY POWER PERMIT,985 MEMORIAL DR SE AKA HERITAGE ON MEMORIAL BLDG 1 UNIT 6,Issued
2/8/2019,BE-201901685,Commercial - Electrical,240 PEACHTREE ST NW,Atlanta,30303,GA,United States,"INSTALL RECEPTACLES , 2 SWITCH BOARDS IN EXISTING SUITES E-11, G AND E 9, AND G6 . WORK IS PERFORMED ON THE 5TH FLOOR OF BUILDING 1 OF AMERICA'S MART.","COMMERCIAL/ELECTRICAL/GENERAL/ STE E-11, G& E9, G6- 5TH FLOOR",Issued
2/8/2019,BT-201900311,Temporary Power,985 MEMORIAL DR SE,Atlanta,30316,GA,United States,ELECTRICAL TEMPORARY POWER PERMIT,985 MEMORIAL DR SE AKA HERITAGE ON MEMORIAL BLDG 1 UNIT 4,Issued
2/8/2019,BE-201901665,Residential - Low Voltage,2015 ROCKLEDGE RD NE,Atlanta,30324,GA,United States,"Security PW, Plasma Tube, MJ x 3",Lot 74 Morningside Towns,Issued
2/8/2019,BE-201901682,Residential - Electrical,1546 NORTH AVE NW,Atlanta,30318,GA,United States,ELECTRICAL REWIRING,1546 NORTH AVE NW,Issued
2/8/2019,BP-201900891,Residential - Plumbing,2408 HARVEL DR NW,Atlanta,30318,GA,United States,New plumbing system,Angle,Issued
2/8/2019,BE-201901652,Commercial - Low Voltage,950 EAST PACES FERRY RD NE,Atlanta,30326,GA,United States,"( 1 )   DSM-12/24-R  DSM-12/24-R Wheelock Sync Module 1 Class A Or 2 Class B Nac Circuits, Red( 3 )   E60-24MCC-FW  Wheelock Ceiling Speaker Strobe 15/30/75/95 White( 1 )   NOTIFIER DUCT KIT  Notifier Duct Detector Kit, With FSP-851R Sensor Head, DNR Duct Detector Unit, RTS151Key Remote Test Switch w/Key  And FRM-1 Relay (Requires Programming)( 1 )   ST-6  Sampling TubeProgramming by Mitec",QQ#249671 Salesforce Tower for B A  Barrett,Accepted
2/8/2019,BT-201900305,Temporary Power,876 HALL ST SW,Atlanta,30310,GA,United States,temp power,temp power,Issued
2/8/2019,BB-201900993,Commercial Addition,777 TECHWOOD DR NW,Atlanta,30313,GA,United States,"Theta Xi Chapter House Addition: Three story addition 6,803 sq ft to an existing building with associated interior and exterior renovations and land disturbance. New MEP and grease traps in scope.",Theta Xi Chapter House Addition,Routed for Review
2/8/2019,QCR-2019-00727,Commercial QCR,218 PEACHTREE ST NW,Atlanta,30303,GA,United States,1st Floor / 2nd generation Interior Buildout and Conversion from restaurant to retail (Commercial Banking Center). Interior Alterations; MEP,Chase Bank - 1st Floor / Conversion,Create Application
2/8/2019,BE-201901662,Residential - Low Voltage,2015 ROCKLEDGE RD NE,Atlanta,30324,GA,United States,"Security PW, Plasma Prep Tube, TV x 2, MJ x 3",Lot 77 Morningside Towns,Issued
2/8/2019,BE-201901661,Residential - Electrical,3250 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,ELECTRICAL INSTALL TO INCLUDE 150 SERVICE AMP,CP LOT 60 ELECTRIC INSTALL,Issued
2/8/2019,QCR-2019-00732,Residential QCR,480 WIMBLEDON RD NE,Atlanta,30324,GA,United States,Addition of second story to an existing one story ranch. Craw space expansion in the back of house with new deck. Interior alterations,Honeyman- Addition,Create Application
2/8/2019,BS-201900104,Sign Business,240 NORTH HIGHLAND AVE NE,Atlanta,30307,GA,United States,SKIN AND BONE DOCS - STE #C2NEW PROJECTING WALL,SKIN AND BONE DOCS - STE #C2,Routed for Review
2/8/2019,BE-201901646,Residential - Electrical,493 WINTON TER NE,Atlanta,30327,GA,United States,UNIT #BNEW CONSTRUCTION ELECTRICAL WIRING,RESIDENTIAL / ELECTRICAL - GENERAL - UNIT #B,Issued
2/8/2019,BE-201901642,Commercial - Electrical,3424 PEACHTREE RD,Atlanta,,GA,United States,lighting and electrical buildout,MONARCH TOWER - 10TH FLOOR,Issued
2/8/2019,BM-201900745,Residential - HVAC,620 HOME AVE SE,Atlanta,30312,GA,United States,"hvac installation with bath fans, duct work, and dryer vents",620 Home Avenue,Issued
2/8/2019,BE-201901620,Commercial - Low Voltage,1230 PEACHTREE ST NE,Atlanta,30303,GA,United States,Installation of Voice/Data wiring and Fiber Optic Cabling.,Project Connect -LVL-6,Issued
2/8/2019,QCR-2019-00717,Residential QCR,906 SIMS ST SW,Atlanta,30310,GA,United States,"INTERIOR ALTERATIONS TO EXISTING, SINGLE FAMILY STRUCTURE (FORMERLY DUPLEX); INCLUDES CONFIGURATION OF LIVING SPACES, INSTALL NEW HVAC, PLUMBING AND ELECTRICAL SYSTEMS, AND REPLACEMENT OF ALL WINDOWS. DOORS ALONG W/ ASSOCIATED TRIM AND NEW FINISH SURFACES, DRYWALL, TILE, MILLWORK, ETC. REPAIRS TO EXTERIOR STARIS, COVERED PORCH FRAME, EXTERIOR SIDING AND ROOF SHINGLES. REPAIRS TO EXISING STRUCTURAL FRAM WILL INCLUDE EXISTING HEADERS, WALL STUDS, FLOOR & CEILING JOIST, AND ROOF RAFTERS.",SFR (CONVERSION) ALTERATIONS,Create Application
2/8/2019,ZLA-201900676,Business Licenses,448 EAST PACES FERRY RD NE,Atlanta,30305,GA,United States,CHANGE OF ADDRESSARCHITECTURAL DESIGNBRIDGET LOWREY-OFFICE MANAGER,JOEL KELLY DESIGN,Zoning Review
2/8/2019,BA-201900942,Arborist Dead Dying Hazardous Tree,963 PIEDMONT AVE NE,Atlanta,30309,GA,United States,,,Issued
2/8/2019,ZLA-201900674,Business Licenses,685 LINWOOD AVE NE,Atlanta,30306,GA,United States,CHANGE OF ADDRESSGAIL O'CONNOR CFO-OFFICE USE,LANDSCAPE ARCHITECT,Zoning Review
2/8/2019,19CAP-00000175,Building Complaint,282 MILTON AVE SE,Atlanta,30315,GA,United States,WORKING WITHOUT A PERMIT 282 MILTON AVE SE,STOP WORK--282MILTON AVE SE,Potential Duplicate
2/8/2019,BM-201900738,Residential - HVAC,708 FLAT SHOALS AVE SE,Atlanta,30316,GA,United States,Replace HVAC system,708 Flat Shoals Ave,Issued
2/8/2019,BM-201900760,Residential - HVAC,2108 BOLTON DR NW,Atlanta,,GA,United States,INSTALL HVAC,50 Atlas @ the quatrer,Issued
2/8/2019,BT-201900307,Temporary Power,3242 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,TEMPORARY TO PERMANENT POWER,CT 64 TEMP TO PERM,Issued
2/8/2019,BE-201901678,Residential - Electrical,3242 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,ELECTRICAL INSTALL TO INCLUDE 150 SERVICE AMP,CT 64 ELEC PERM,Issued
2/8/2019,BT-201900304,Temporary Power,3246 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,TEMPORARY TO PERMANENT POWER,CT 62 TEMP POWER,Issued
2/8/2019,BE-201901706,Commercial - Electrical,195 OTTLEY DR NE,Atlanta,30324,GA,United States,"Temporary Generator     Two - 56 kw,   Two - 20 kw",Sweetwater Anneversery,Issued
2/8/2019,BT-201900319,Temporary Power,985 MEMORIAL DR SE,Atlanta,30316,GA,United States,ELECTRICAL TEMPORARY POWER PERMIT,985 MEMORIAL DR SE AKA HERITAGE ON MEMORIAL BLDG 1 UNIT 9,Issued
2/8/2019,BE-201901694,Residential - Electrical,72 WALTHALL ST SE,Atlanta,30316,GA,United States,Temporary Pole,72 Walthall Street,Issued
2/8/2019,BB-201900996,Residential Alteration,606 CEDAR AVE NW,Atlanta,30318,GA,United States,"GENERAL REPAIR, VANITY REPLACEMENT, REFINISH HARDWOOD FLOORING, PAINTING CABINETS, REPLACE DRYWALL, REPLACE CARPET IN BASEMENT, PAINTING EXTERIOR AND INTERIOR",SAMUEL-ALTERATIONS-XPRS,Issued
2/8/2019,BE-201901639,Commercial - Low Voltage,3575 PIEDMONT RD NE,Atlanta,30305,GA,United States,"Installation of Low voltage cabling for Data, Camera system and access control.",Piedmont Center Bld 15 Exterior,Online Permit Pending
2/8/2019,BA-201900959,Arborist Plan Review,1946 TROTTI ST NE,Atlanta,30317,GA,United States,,Demo,Accepted
2/8/2019,BB-201900999,Residential Alteration,78 ROCKY FORD RD NE,Atlanta,30317,GA,United States,OWNERS ARE ENCLOSING THE EXISTING  SIDE PORCH AND REAR DECK WITH A ROOF AND SCREEN TO BE SCREENED DECK. THE EXISTING STAIR IS BEING REMOVED AND RELOCATED ALONG THE SIDE OF THE HOUSE. THE PREVIOUS OFF STREET PARKING IS TO REMAIN. A NEW OPEN IS BEING ADDED TO THE NOW SCREENED PORCH. NO INTERIOR WORK IS BEING COMPLETED.,HADBAVNY ENCLOSED SCREEN PORCH/NEW DECK RELOCATION (V-18-306),Open
